,ISIN,Ticker Symbol,Shares,Exchange rate,Result,Total amount,Withholding tax,Currency (Withholding tax),Charge amount (GBP),Stamp duty (GBP),Stamp duty reserve tax (GBP),Transaction fee (GBP),Notes,Order ID,French transaction tax,Execution_Price,Trading day,Trading time,Type,Price
229,JE00BG6L7297,BOO,23.0,100.0,,51.04,,,,,,,,EOF312433549,,221.9,2020-07-14,07:13:00,Buy,2.219
230,GB0030927254,ASC,3.0,100.0,,100.98,,,,,,,,EOF312618591,,3366.0,2020-07-14,09:03:00,Buy,33.66
231,GB0030927254,ASC,3.0,100.0,,101.01,,,,,,,,EOF312627896,,3367.0,2020-07-14,09:10:00,Buy,33.67
232,JE00BG6L7297,BOO,22.0,100.0,,48.07,,,,,,,,EOF312629592,,218.5,2020-07-14,09:11:00,Buy,2.185
233,GB00BYQ0HV16,PRSM,4.34404865,100.0,,50.0,,,,,,,,EOF312742919,,1151.0,2020-07-14,10:45:00,Buy,11.51
234,US92826C8394,V,0.3310446,1.24857,,50.0,,,,,,,,EOF313080204,,188.58,2020-07-14,13:32:00,Buy,151.03678608327928
235,US88160R1014,TSLA,0.04134525,1.25358,,50.0,,,,,,,,EOF313627093,,1516.0,2020-07-14,14:32:00,Buy,1209.336460377479
236,GB0030927254,ASC,6.0,100.0,8.01,210.0,,,,,,,,EOF314670086,,3500.0,2020-07-15,07:01:00,Limit,35.0
237,GB00BYQ0HV16,PRSM,4.0,100.0,0.36,46.4,,,,,,,,EOF314780704,,1160.0,2020-07-15,07:59:00,Sell,11.6
238,GB00BYQ0HV16,PRSM,0.34404865,100.0,0.03,3.99,,,,,,,,EOF314787087,,1160.0,2020-07-15,08:03:00,Sell,11.6
239,GB0030927254,ASC,2.0,100.0,,65.1,,,,,,,,EOF314969526,,3255.0,2020-07-15,10:24:00,Buy,32.55
240,GB0030927254,ASC,2.0,100.0,2.66,67.76,,,,,,,,EOF315063501,,3388.0,2020-07-15,11:21:00,Sell,33.88
241,GB00BJTNFH41,AO,37.0,100.0,,50.13,,,,,0.25,,,EOF315067583,,134.8,2020-07-15,11:23:00,Buy,1.348
242,GB00BJTNFH41,AO,37.0,100.0,2.07,51.95,,,,,,,,EOF315214904,,140.4,2020-07-15,13:07:00,Sell,1.4040000000000001
243,US88160R1014,TSLA,0.04194028,1.25966,,50.0,,,,,,,,EOF315702042,,1501.74,2020-07-15,14:18:00,Buy,1192.1788419097218
245,GB00BYQ0HV16,PRSM,5.0,100.0,,57.0,,,,,,,,EOF317421222,,1140.0,2020-07-16,12:55:00,Buy,11.4
246,GB00BYQ0HV16,PRSM,5.0,100.0,,55.9,,,,,,,,EOF317456913,,1118.0,2020-07-16,13:26:00,Buy,11.18
247,US08862E1091,BYND,0.5,1.25862,,50.37,,,,,,,,EOF317807383,,126.79,2020-07-16,14:02:00,Buy,100.73731547250163
248,GB00BYQ0HV16,PRSM,5.0,100.0,,55.5,,,,,,,,EOF318096059,,1110.0,2020-07-16,14:54:00,Buy,11.1
249,JE00BG6L7297,BOO,20.0,100.0,,46.8,,,,,,,,EOF318162187,,234.0,2020-07-16,15:09:00,Buy,2.34
251,GB00BN7CG237,AML,88.841505,100.0,,50.0,,,,,0.25,,,EOF319237688,,56.0,2020-07-17,08:47:00,Buy,0.56
253,GB00BYQ0HV16,PRSM,5.0,100.0,,55.0,,,,,,,,EOF319412725,,1100.0,2020-07-17,11:02:00,Limit,11.0
255,JE00BG6L7297,BOO,20.0,100.0,,44.36,,,,,,,,EOF319512428,,221.8,2020-07-17,12:26:00,Buy,2.218
256,US64110L1061,NFLX,0.1256742,1.25309,,50.0,,,,,,,,EOF319695346,,498.55,2020-07-17,13:33:00,Buy,397.85649873512676
257,US8522341036,SQ,0.5158904,1.25309,,50.0,,,,,,,,EOF319701591,,121.45,2020-07-17,13:34:00,Buy,96.92041273970744
258,GB00BYQ0HV16,PRSM,4.0,100.0,,44.12,,,,,,,,EOF321448798,,1103.0,2020-07-20,08:29:00,Buy,11.03
259,GB00BYQ0HV16,PRSM,24.0,100.0,1.28,268.8,,,,,,,,EOF321582173,,1120.0,2020-07-20,09:49:00,Limit,11.2
260,JE00BG6L7297,BOO,40.0,100.0,4.8,96.0,,,,,,,,EOF321722886,,240.0,2020-07-20,11:37:00,Limit,2.4
261,US88160R1014,TSLA,0.08429902,1.26242,,100.0,,,,,,,,EOF322385563,,1497.55,2020-07-20,14:03:00,Buy,1186.2533863531946
262,US88160R1014,TSLA,0.07963613,1.26501,12.23,100.0,,,,,,,,EOF323313593,,1588.5,2020-07-20,17:22:00,Sell,1255.7212986458605
263,JE00BG6L7297,BOO,19.0,100.0,,49.86,,,,,,,,EOF324253112,,262.4,2020-07-21,08:26:00,Buy,2.6239999999999997
264,GB00BYQ0HV16,PRSM,9.0,100.0,,99.36,,,,,,,,EOF324294433,,1104.0,2020-07-21,08:48:00,Buy,11.04
265,GB00BYQ0HV16,PRSM,1.0,100.0,0.15,11.19,,,,,,,,EOF324509476,,1119.0,2020-07-21,11:02:00,Limit,11.19
266,GB00BYQ0HV16,PRSM,8.0,100.0,1.2,89.52,,,,,,,,EOF324509477,,1119.0,2020-07-21,11:02:00,Limit,11.19
267,JE00BG6L7297,BOO,25.0,100.0,,66.15,,,,,,,,EOF325215485,,264.6,2020-07-21,13:58:00,Buy,2.6460000000000004
268,US08862E1091,BYND,0.5,1.2712,,51.99,,,,,,,,EOF325227122,,132.19,2020-07-21,13:59:00,Buy,103.98835745752044
269,US62914V1061,NIO,3.0,1.27136,,31.03,,,,,,,,EOF325252388,,13.15,2020-07-21,14:01:00,Buy,10.343254467656683
270,GB00BYQ0HV16,PRSM,20.0,100.0,,221.8,,,,,,,,EOF327109594,,1109.0,2020-07-22,09:45:00,Buy,11.09
271,GB00BYQ0HV16,PRSM,20.0,100.0,,220.4,,,,,,,,EOF327172732,,1102.0,2020-07-22,10:23:00,Buy,11.02
272,GB00BYQ0HV16,PRSM,40.0,100.0,5.8,448.0,,,,,,,,EOF327293593,,1120.0,2020-07-22,11:44:00,Limit,11.2
273,GB0032089863,NXT,2.9557644,100.0,2.32,151.22,,,,,,,,EOF329001820,,5116.0,2020-07-23,07:02:00,Sell,51.16
274,JE00BG6L7297,BOO,30.0,100.0,3.39,76.11,,,,,,,,EOF329116460,,253.7,2020-07-23,08:02:00,Sell,2.537
275,US88160R1014,TSLA,0.05,1.26946,8.56,63.67,,,,,,,,EOF329808223,,1616.55,2020-07-23,13:44:00,Sell,1273.415467994265
276,US64110L1061,NFLX,0.1309029,1.27107,,50.0,,,,,,,,EOF329988000,,485.5,2020-07-23,14:12:00,Buy,381.9616543542055
277,US88160R1014,TSLA,0.04080259,1.27522,,50.0,,,,,,,,EOF330490979,,1562.68,2020-07-23,16:32:00,Buy,1225.4199275419144
278,US88160R1014,TSLA,0.04240717,1.27342,,50.0,,,,,,,,EOF330802081,,1501.43,2020-07-23,18:07:00,Buy,1179.053258155204
279,US83088V1026,WORK,1.0,1.27364,,23.78,,,,,,,,EOF330888985,,30.29,2020-07-23,18:23:00,Buy,23.782230457586127
280,GB0032360173,HGM,20.0,100.0,4.44,52.12,,,,,,,,EOF331259117,,260.6,2020-07-24,07:00:00,Limit,2.6060000000000003
281,GB00BYQ0HV16,PRSM,27.0,100.0,,298.62,,,,,,,,EOF331530021,,1106.0,2020-07-24,08:31:00,Buy,11.06
282,GB00BYQ0HV16,PRSM,27.0,100.0,3.24,301.86,,,,,,,,EOF331753711,,1118.0,2020-07-24,10:49:00,Sell,11.18
283,US88160R1014,TSLA,0.1,1.27594,,107.19,,,,,,,,EOF332253960,,1367.67,2020-07-24,13:50:00,Buy,1071.8920952395881
284,US08862E1091,BYND,1.0,1.27646,,95.04,,,,,,,,EOF332258680,,121.32,2020-07-24,13:51:00,Buy,95.04410635664259
285,US08862E1091,BYND,0.5,1.27869,,48.98,,,,,,,,EOF332720890,,125.25,2020-07-24,15:00:00,Buy,97.95181005560377
286,GB00BYQ0HV16,PRSM,30.0,100.0,,332.1,,,,,,,,EOF333794028,,1107.0,2020-07-27,07:21:00,Buy,11.07
287,JE00BG6L7297,BOO,79.0,100.0,5.21,196.71,,,,,,,,EOF333918077,,249.0,2020-07-27,07:57:00,Sell,2.49
288,GB00BYQ0HV16,PRSM,9.0,100.0,,99.09,,,,,,,,EOF333981281,,1101.0,2020-07-27,08:21:00,Buy,11.01
289,GB00BYQ0HV16,PRSM,5.0,100.0,,55.05,,,,,,,,EOF334049887,,1101.0,2020-07-27,08:54:00,Buy,11.01
290,GB00BYQ0HV16,PRSM,44.0,100.0,5.24,491.48,,,,,,,,EOF334264464,,1117.0,2020-07-27,11:02:00,Limit,11.17
291,JE00BG6L7297,BOO,19.0,100.0,,49.02,,,,,,,,EOF336291697,,258.0,2020-07-28,07:11:00,Buy,2.58
292,GB00BYQ0HV16,PRSM,3.0,100.0,,34.74,,,,,,,,EOF336461710,,1158.0,2020-07-28,08:24:00,Buy,11.58
293,GB00BYQ0HV16,PRSM,3.0,100.0,-0.51,34.23,,,,,,,,EOF336558374,,1141.0,2020-07-28,09:17:00,Sell,11.41
294,US08862E1091,BYND,0.5010819,1.29118,,50.0,,,,,,,,EOF337178867,,128.84,2020-07-28,13:48:00,Buy,99.78469307145402
296,JE00BG6L7297,BOO,19.0,100.0,,51.36,,,,,,,,EOF338840120,,270.3,2020-07-29,11:10:00,Buy,2.7030000000000003
298,US88160R1014,TSLA,0.2,1.30381,6.69,229.63,,,,,,,,EOF355109083,,1497.01,2020-04-08,14:29:00,Sell,1148.1811000069029
299,US88160R1014,TSLA,0.1,1.30433,,114.19,,,,,,,,EOF355173484,,1489.39,2020-04-08,14:41:00,Buy,1141.8812723773892
300,NL0000235190,AIR,1.0,1.10944,,59.12,,,,,,,,EOF355276189,,65.59,2020-04-08,15:03:00,Buy,59.11991635419672
301,US88160R1014,TSLA,0.05,1.3062,,56.38,,,,,,,,EOF355407575,,1472.76,2020-04-08,15:32:00,Buy,1127.5149288011023
302,GB00BYX91H57,JD.,15.0,100.0,,94.97,,,,0.47,,,,EOF356439877,,630.0,2020-05-08,07:32:00,Buy,6.3
303,GB00B63QSB39,GRG,7.0,100.0,,90.12,,,,,0.45,,,EOF356601139,,1281.0,2020-05-08,08:44:00,Buy,12.81
304,JE00BG6L7297,BOO,18.0,100.0,,49.39,,,,,,,,EOF356944690,,274.4,2020-05-08,11:52:00,Buy,2.7439999999999998
305,GB00BYX91H57,JD.,6.0,100.0,1.2,39.0,,,,,,,,EOF357928531,,650.0,2020-05-08,15:35:00,Limit,6.5
306,GB00BYX91H57,JD.,9.0,100.0,1.8,58.5,,,,,,,,EOF359601547,,650.0,2020-06-08,13:26:00,Limit,6.5
307,US8522341036,SQ,1.0,1.31663,15.57,113.93,,,,,,,,EOF359666318,,150.0,2020-06-08,13:31:00,Limit,113.92722328976251
308,GB00B63QSB39,GRG,4.0,100.0,,55.28,,,,,0.28,,,EOF361917905,,1375.0,2020-07-08,10:33:00,Buy,13.75
309,JE00B5TT1872,CEY,45.0,100.0,,101.25,,,,,,,,EOF362086409,,225.0,2020-07-08,12:12:00,Limit,2.25
310,GB00BN7CG237,AML,245.0,100.0,8.91,163.17,,,,,,,,EOF362393832,,66.6,2020-07-08,13:35:00,Limit,0.6659999999999999
311,US31188V1008,FSLY,1.0,1.30532,,59.37,,,,,,,,EOF363582447,,77.5,2020-07-08,18:12:00,Limit,59.372414427113654
313,JE00B5TT1872,CEY,45.0,100.0,-1.8,99.45,,,,,,,,EOF365372414,,221.0,2020-10-08,14:41:00,Sell,2.21
314,GB00B15FWH70,CINE,107.0,100.0,,49.6,,,,,0.25,,,EOF366679117,,46.12,2020-11-08,08:46:00,Buy,0.4612
315,GB00B63QSB39,GRG,3.0,100.0,,44.02,,,,,0.22,,,EOF366794461,,1460.0,2020-11-08,09:46:00,Buy,14.6
316,GB00BD0NVK62,BOWL,35.0,100.0,,49.6,,,,,0.25,,,EOF366882694,,141.0,2020-11-08,10:23:00,Buy,1.41
317,GB00BN7CG237,AML,100.0,100.0,12.04,75.0,,,,,,,,EOF367192768,,75.0,2020-11-08,13:00:00,Limit,0.75
318,US62914V1061,NIO,3.0,1.30935,2.19,33.22,,,,,,,,EOF367386851,,14.5,2020-11-08,13:34:00,Limit,11.074197120708748
319,US08862E1091,BYND,0.5,1.30927,,48.0,,,,,,,,EOF367387733,,125.69,2020-11-08,13:34:00,Buy,96.00006110275191
320,US0970231058,BA,0.5,1.30985,,72.12,,,,,,,,EOF367456507,,188.93,2020-11-08,13:39:00,Buy,144.2378898347139
321,US83088V1026,WORK,2.0,1.30926,,42.48,,,,,,,,EOF367854669,,27.81,2020-11-08,14:45:00,Buy,21.24100637001054
322,US62914V1061,NIO,3.0,1.30868,,30.49,,,,,,,,EOF367908727,,13.3,2020-11-08,14:58:00,Limit,10.162912247455452
323,GB00BN7CG237,AML,99.0,100.0,8.95,71.28,,,,,,,,EOF368973652,,72.0,2020-12-08,07:14:00,Limit,0.72
324,GB00B10RZP78,ULVR,3.40929183,100.0,4.13,153.38,,,,,,,,EOF369062652,,4499.0,2020-12-08,07:50:00,Sell,44.99
325,JE00B5TT1872,CEY,24.0,100.0,,49.18,,,,,,,,EOF369304408,,204.9,2020-12-08,10:29:00,Buy,2.049
326,GB0005603997,LGEN,66.0,100.0,7.06,156.42,,,,,,,,EOF369307522,,237.0,2020-12-08,10:32:00,Limit,2.37
327,GB00B1KJJ408,WTB,0.59014825,100.0,0.04,15.15,,,,,,,,EOF369363474,,2567.0,2020-12-08,11:19:00,Sell,25.67
328,GB00B1KJJ408,WTB,3.0,100.0,0.71,77.52,,,,,,,,EOF369418019,,2584.0,2020-12-08,11:57:00,Limit,25.84
329,US48138M1053,JMIA,5.0,1.30444,,46.88,,,,,,,,EOF369627622,,12.23,2020-12-08,13:31:00,Buy,9.375670785931128
330,US88160R1014,TSLA,0.02903,1.30478,,32.25,,,,,,,,EOF369652134,,1449.5,2020-12-08,13:33:00,Buy,1110.9152500804732
331,US88160R1014,TSLA,0.20001,1.30233,,225.18,,,,,,,,EOF369852955,,1466.23,2020-12-08,14:03:00,Buy,1125.8513587186044
332,US88160R1014,TSLA,0.4,1.30297,,456.34,,,,,,,,EOF369987287,,1486.5,2020-12-08,14:28:00,Buy,1140.855123295241
333,US2473617023,DAL,2.0,1.30491,-0.79,44.45,,,,,,,,EOF370140950,,29.0,2020-12-08,15:04:00,Limit,22.2237548949736
335,US0378331005,AAPL,0.65,1.30335,,225.58,,,,,,,,EOF370762660,,452.32,2020-12-08,18:35:00,Buy,347.04415544558253
336,GB00BKDTK925,TRN,13.0,100.0,,48.73,,,,,0.24,,,EOF373611471,,373.0,2020-08-14,11:42:00,Buy,3.73
338,US90353T1007,UBER,1.0,1.31213,,22.91,,,,,,,,EOF373962564,,30.06,2020-08-14,13:48:00,Buy,22.909315387956983
339,US62914V1061,NIO,1.0,1.31045,,9.74,,,,,,,,EOF374101640,,12.76,2020-08-14,14:13:00,Buy,9.737113205387463
341,US88160R1014,TSLA,0.00077738,1.30983,,1.0,,,,,,,,EOF375957619,,1684.88,2020-08-17,13:32:00,Buy,1286.3348678836185
342,NL0000235190,AIR,2.0,1.10357,2.98,129.83,,,,,,,,EOF376213354,,71.64,2020-08-17,13:57:00,Sell,64.91658888878821
343,US62914V1061,NIO,5.0,1.31068,,52.91,,,,,,,,EOF377127864,,13.87,2020-08-17,17:38:00,Buy,10.582293160802026
344,US90353T1007,UBER,2.0,1.31068,,45.17,,,,,,,,EOF377137448,,29.6,2020-08-17,17:43:00,Buy,22.583697012237923
345,GB00BKDTK925,TRN,13.0,100.0,1.82,50.31,,,,,,,,EOF377923628,,387.0,2020-08-18,09:30:00,Sell,3.87
346,US3647601083,GPS,4.0,1.32077,,45.34,,,,,,,,EOF378255640,,14.97,2020-08-18,13:30:00,Buy,11.334297417415598
347,US25746U1097,D,1.0,1.32241,-0.48,58.98,,,,,,,,EOF378996680,,78.0,2020-08-18,15:18:00,Limit,58.98322003009656
348,US25746U1097,D,1.0,1.32211,-0.47,59.0,,,,,,,,EOF378998581,,78.0,2020-08-18,15:18:00,Limit,58.9966039134414
349,JE00B5TT1872,CEY,48.0,100.0,,99.31,,,,,,,,EOF380038118,,206.9,2020-08-19,09:07:00,Buy,2.069
350,US08862E1091,BYND,0.5,1.3216,,46.21,,,,,,,,EOF380621865,,122.13,2020-08-19,14:00:00,Buy,92.41071428571428
351,US09354A1007,BLNK,8.0,1.30871,,48.78,,,,,,,,EOF382513976,,7.98,2020-08-20,13:31:00,Buy,6.097607567757563
352,US88160R1014,TSLA,0.00078226,1.31391,0.27,1.15,,,,,,,,EOF382958217,,1926.33,2020-08-20,15:01:00,Sell,1466.1049843596593
353,GB0002634946,BA.,10.0,100.0,2.22,52.7,,,,,,,,EOF384040290,,527.0,2020-08-21,08:54:00,Limit,5.27
355,GB0002634946,BA.,8.0,100.0,1.81,42.19,,,,,,,,EOF384051465,,527.4,2020-08-21,09:02:00,Sell,5.274
356,GB00BRJ9BJ26,FEVR,5.0,100.0,,104.8,,,,,,,,EOF384071783,,2096.0,2020-08-21,09:18:00,Buy,20.96
357,JE00BG6L7297,BOO,40.0,100.0,13.02,120.0,,,,,,,,EOF384330364,,300.0,2020-08-21,12:21:00,Limit,3.0
358,US88160R1014,TSLA,0.6,1.30988,,945.71,,,,,,,,EOF384592788,,2064.63,2020-08-21,13:35:00,Buy,1576.1978196476014
359,US0378331005,AAPL,1.0,1.30911,,373.61,,,,,,,,EOF385427275,,489.1,2020-08-21,16:11:00,Buy,373.6126070383696
360,GB00B1KJJ408,WTB,4.0,100.0,,97.12,,,,,0.48,,,EOF386473377,,2416.0,2020-08-24,08:01:00,Buy,24.16
361,JE00BG6L7297,BOO,10.0,100.0,,30.51,,,,,,,,EOF386497115,,305.1,2020-08-24,08:14:00,Buy,3.051
362,GB00BRJ9BJ26,FEVR,5.0,100.0,,105.3,,,,,,,,EOF386499039,,2106.0,2020-08-24,08:15:00,Buy,21.06
364,US0378331005,AAPL,1.0,1.3111,42.72,392.02,,,,,,0.01,,EOF387005644,,514.0,2020-08-24,13:30:00,Limit,392.03722065441235
365,US4491091074,HYLN,2.0,1.31031,,49.21,,,,,,,,EOF387184893,,32.24,2020-08-24,13:34:00,Buy,24.60486449771428
366,US88160R1014,TSLA,0.6,1.31078,143.66,922.34,,,,,,,,EOF387422317,,2015.0,2020-08-24,13:52:00,Sell,1537.2526282061062
367,US62914V1061,NIO,9.0,1.30794,6.64,99.78,,,,,,,,EOF387539233,,14.5,2020-08-24,14:03:00,Limit,11.086135449638363
368,NL0000235190,AIR,2.0,1.1061,,128.38,,,,,,,,EOF387788552,,71.0,2020-08-24,14:37:00,Buy,64.18949462073952
369,JE00B5TT1872,CEY,25.0,100.0,,50.2,,,,,,,,EOF387923336,,200.8,2020-08-24,15:01:00,Buy,2.008
371,GB00B15FWH70,CINE,167.0,100.0,,99.97,,,,,0.5,,,EOF389455809,,59.56,2020-08-25,11:56:00,Buy,0.5956
372,GB00B63QSB39,GRG,7.0,100.0,,99.97,,,,,0.5,,,EOF389457795,,1421.0,2020-08-25,11:57:00,Buy,14.21
373,GB00B1KJJ408,WTB,4.079,100.0,,99.91,,,,,0.5,,,EOF389460778,,2437.0,2020-08-25,11:59:00,Buy,24.37
374,US09354A1007,BLNK,1.0,1.31463,,6.34,,,,,,,,EOF389633485,,8.34,2020-08-25,13:30:00,Buy,6.34399032427375
375,US88160R1014,TSLA,0.5,1.3151,,753.17,,,,,,,,EOF389718679,,1981.0,2020-08-25,13:32:00,Buy,1506.349327047373
376,US83088V1026,WORK,2.0,1.31521,,42.5,,,,,,,,EOF389738083,,27.95,2020-08-25,13:34:00,Buy,21.251359098547
377,US62914V1061,NIO,1.0,1.3154,,11.75,,,,,,,,EOF389760836,,15.46,2020-08-25,13:35:00,Buy,11.753078911357763
378,US62914V1061,NIO,8.0,1.31404,,95.58,,,,,,,,EOF389888466,,15.7,2020-08-25,13:50:00,Buy,11.947885909104745
379,US4491091074,HYLN,2.0,1.31273,8.68,57.89,,,,,,,,EOF390044628,,38.0,2020-08-25,14:14:00,Limit,28.947308281215484
380,US3647601083,GPS,4.0,1.31291,,50.45,,,,,,,,EOF390068314,,16.56,2020-08-25,14:18:00,Buy,12.613202732860591
381,US88160R1014,TSLA,0.5,1.31476,82.24,765.89,,,,,,,,EOF391015611,,2013.95,2020-08-25,19:22:00,Sell,1531.8004806960967
382,US62914V1061,NIO,5.0,1.31433,,67.98,,,,,,,,EOF391121871,,17.87,2020-08-25,19:59:00,Buy,13.596280994879521
383,US83088V1026,WORK,1.02121,1.31859,1.11,23.79,,,,,,,,EOF392519327,,30.72,2020-08-26,15:12:00,Sell,23.297613359725162
384,US92766K1060,SPCE,7.0,1.31855,,97.15,,,,,,,,EOF392524098,,18.3,2020-08-26,15:13:00,Buy,13.87888210534299
385,US3647601083,GPS,8.0,1.31873,7.76,103.55,,,,,,,,EOF392527627,,17.07,2020-08-26,15:13:00,Sell,12.944272140620143
386,JE00BG6L7297,BOO,31.0,100.0,,99.54,,,,,,,,EOF393644703,,321.1,2020-08-27,07:54:00,Buy,3.2110000000000003
387,GB00BRJ9BJ26,FEVR,5.0,100.0,,103.65,,,,,,,,EOF393669214,,2073.0,2020-08-27,08:11:00,Buy,20.73
388,US48138M1053,JMIA,13.0,1.32525,,92.89,,,,,,,,EOF394143990,,9.47,2020-08-27,13:32:00,Buy,7.1458215431050744
389,US44852D1081,HUYA,5.0,1.32483,,105.67,,,,,,,,EOF394164137,,28.0,2020-08-27,13:32:00,Buy,21.134787104760612
390,US08862E1091,BYND,4.4010819,1.31848,9.63,446.39,,,,,,,,EOF394532739,,133.73,2020-08-27,14:01:00,Sell,101.42740124992415
391,US88160R1014,TSLA,1.0,1.3202,269.09,1636.4,,,,,,,,EOF395435734,,2160.38,2020-08-27,16:39:00,Sell,1636.4035752158763
392,US0378331005,AAPL,1.0,1.31842,27.51,376.81,,,,,,,,EOF395542962,,496.8,2020-08-27,16:58:00,Sell,376.81467210752265
393,GB0005603997,LGEN,46.0,100.0,,100.09,,,,,0.5,,,EOF396489482,,216.5,2020-08-28,07:39:00,Buy,2.165
395,US87663X1028,TTCF,4.0,1.32854,,51.06,,,,,,,,EOF397224220,,16.96,2020-08-28,13:42:00,Buy,12.765893386725278
396,JE00BG6L7297,BOO,17.0,100.0,,51.0,,,,,,,,EOF397378283,,300.0,2020-08-28,14:02:00,Limit,3.0
397,JE00BG6L7297,BOO,74.0,100.0,-22.86,200.98,,,,,,,,EOF397463749,,271.6,2020-08-28,14:15:00,Sell,2.716
398,US2786421030,EBAY,2.0,1.33244,,81.05,,,,,,,,EOF399128126,,54.0,2020-08-31,13:30:00,Limit,40.52715319263907
399,US88160R1014,TSLA,1.0,1.33197,,336.72,,,,,,,,EOF399483941,,448.5,2020-08-31,13:37:00,Buy,336.7192954796279
400,US0378331005,AAPL,1.0,1.33216,,95.63,,,,,,,,EOF399516665,,127.39,2020-08-31,13:38:00,Buy,95.62665145327888
401,US2561631068,DOCU,1.0,1.33218,,163.63,,,,,,,,EOF399520647,,217.99,2020-08-31,13:38:00,Buy,163.63404344758217
402,US31188V1008,FSLY,1.0,1.33206,9.7,69.07,,,,,,,,EOF399531135,,92.0,2020-08-31,13:38:00,Limit,69.06595798988033
403,US8522341036,SQ,1.0,1.3321,,117.61,,,,,,,,EOF399593795,,156.67,2020-08-31,13:41:00,Buy,117.61129044366037
404,US88160R1014,TSLA,1.0,1.3313,,343.27,,,,,,,,EOF399717296,,457.0,2020-08-31,13:48:00,Buy,343.27349207541505
405,US2786421030,EBAY,5.0,1.3316,,202.54,,,,,,,,EOF399793447,,53.94,2020-08-31,13:54:00,Buy,40.50765995794533
406,US08862E1091,BYND,1.0,1.33179,,102.4,,,,,,,,EOF399856058,,136.37,2020-08-31,14:00:00,Buy,102.39602339708212
407,US62914V1061,NIO,14.0,1.33274,13.77,189.08,,,,,,,,EOF399895891,,18.0,2020-08-31,14:04:00,Limit,13.506010174527665
408,US0378331005,AAPL,1.0,1.33419,,95.67,,,,,,,,EOF399940692,,127.64,2020-08-31,14:10:00,Buy,95.66853296756834
409,US88160R1014,TSLA,2.0,1.33395,,693.43,,,,,,,,EOF400026453,,462.5,2020-08-31,14:21:00,Buy,346.71464447692944
410,US2786421030,EBAY,5.0,1.33514,,203.01,,,,,,,,EOF400074017,,54.21,2020-08-31,14:27:00,Buy,40.60248363467502
411,US0970231058,BA,1.3,1.33634,,168.21,,,,,,,,EOF400124275,,172.91,2020-08-31,14:34:00,Buy,129.39072391756588
412,US88160R1014,TSLA,1.0,1.3385,,365.6,,,,,,,,EOF400451792,,489.36,2020-08-31,15:17:00,Buy,365.6032872618603
413,US88160R1014,TSLA,3.0,1.33693,32.44,1075.85,,,,,,,,EOF400504484,,479.45,2020-08-31,15:24:00,Sell,358.6201222203107
414,US88160R1014,TSLA,1.0,1.33671,,358.03,,,,,,,,EOF400516266,,478.58,2020-08-31,15:26:00,Buy,358.02829334709844
415,US88160R1014,TSLA,2.0,1.3367,,710.71,,,,,,,,EOF400523864,,475.0,2020-08-31,15:27:00,Limit,355.3527343457769
416,US62914V1061,NIO,5.0,1.33777,,73.52,,,,,,,,EOF401409568,,19.67,2020-08-31,18:56:00,Buy,14.703573857987548
418,JE00BG6L7297,BOO,67.0,100.0,,205.76,,,,,,,,EOF402115662,,307.1,2020-01-09,07:48:00,Buy,3.071
420,GB00BKDTK925,TRN,100.0,100.0,,363.01,,,,,1.81,,,EOF402282276,,361.2,2020-01-09,08:51:00,Buy,3.612
421,GB00B63QSB39,GRG,7.0,100.0,,96.03,,,,,0.48,,,EOF402468592,,1365.0,2020-01-09,10:38:00,Buy,13.65
422,GB00BKDTK925,TRN,100.0,100.0,3.8,365.0,,,,,,,,EOF402629768,,365.0,2020-01-09,12:21:00,Limit,3.65
423,GB00BKDTK925,TRN,10.0,100.0,,36.7,,,,,0.18,,,EOF402692465,,365.2,2020-01-09,12:59:00,Buy,3.6519999999999997
424,US2561631068,DOCU,1.0,1.34554,12.58,176.21,,,,,,,,EOF402914923,,237.1,2020-01-09,13:32:00,Sell,176.21178114363008
425,US88160R1014,TSLA,5.0,1.34407,41.1,1805.45,,,,,,,,EOF403059527,,485.33,2020-01-09,13:36:00,Sell,361.0898241907043
426,GB00BKDTK925,TRN,10.0,100.0,0.18,36.7,,,,,,,,EOF403085112,,367.0,2020-01-09,13:37:00,Sell,3.67
427,US88160R1014,TSLA,2.0,1.34412,,729.1,,,,,,,,EOF403143518,,490.0,2020-01-09,13:40:00,Buy,364.5507841561765
428,US88160R1014,TSLA,2.0,1.34336,,729.51,,,,,,,,EOF403201224,,490.0,2020-01-09,13:43:00,Limit,364.7570271557884
430,US88160R1014,TSLA,2.0,1.34457,,724.69,,,,,,,,EOF403227424,,487.2,2020-01-09,13:45:00,Buy,362.34632633481334
431,US88160R1014,TSLA,1.0,1.34429,,360.79,,,,,,,,EOF403257506,,485.0,2020-01-09,13:48:00,Limit,360.78524723088026
432,US88160R1014,TSLA,2.0,1.342,,711.36,,,,,,,,EOF403526217,,477.32,2020-01-09,14:12:00,Buy,355.67809239940385
433,US8522341036,SQ,1.0166219,1.34245,7.62,126.87,,,,,,,,EOF403555531,,167.53,2020-01-09,14:15:00,Sell,124.79421952400463
434,GB00BVDPPV41,RBG,250.0,100.0,,40.0,,,,,,,,EOF403825447,,16.0,2020-01-09,14:45:00,Buy,0.16
435,US67066G1040,NVDA,0.25,1.34378,,102.85,,,,,,,,EOF404037849,,552.81,2020-01-09,15:21:00,Buy,411.38430397832974
